,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id,tweet_source,tweet_lang,tweet_quote_count,tweet_reply_count,tweet_retweet_count,tweet_favorite_count,source_tweet_text,is_retweet,source_user_screen_name,source_user_name,source_user_location,source_user_followers_count,source_user_friends_count,source_user_listed_count,source_user_favourites_count,source_tweet_created_at,source_tweet_id,source_tweet_source,source_tweet_lang,source_tweet_quote_count,source_tweet_reply_count,source_tweet_retweet_count,source_tweet_favorite_count
3101,Kaboom,CBDAkira,M!ke (),"Guadalajara, Jalisco",2209,1851,32,1901,Fri Nov 18 01:15:20 +0000 2022,1593412506537496577,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3102,"@mikopeled @kthalps Interesting how much money you get and from whom ( Iran ? Hamas ? Qatar ? )
This is the  that you support . 
#TerroristsSupporter #Kapo https://t.co/MYfpKbn66d",Tiredoftrollsuf,Uti Possidetis Juris -British Mandate Palestine,,465,1200,1,19619,Fri Nov 18 01:15:20 +0000 2022,1593412506311180288,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3103,"RT @okxweb3: Join our Twitter Space this Friday! 100 NFT Giveaways!
 
 40 OKX Football NFT Airdrops 
1/ Follow @okxweb3 @okxchinese 
2/ Re",Alfanarizona21,Alfanarizona,,3,402,0,311,Fri Nov 18 01:15:21 +0000 2022,1593412509590880257,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Join our Twitter Space this Friday! 100 NFT Giveaways!
 
 40 OKX Football NFT Airdrops 
1/ Follow @okxweb3 @okxchinese 
2/ Retweet &amp; tag 3 friends
3/ Open an OKX Wallet (reward distribution)

 60 OKX Football NFT Airdrops 
1/ Join our Twitter Space
2/ Comment or ask questions https://t.co/oxIovi3H2n",True,okxweb3,OKX Web3 (NFT & Wallet & DeFi),,91498.0,199.0,203.0,181.0,Thu Nov 17 00:11:00 +0000 2022,1.593033928289706e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,43.0,291.0,501.0,554.0
3104,"RT @The_Delysium:  World Cup Campaign Giveaway
@The_Delysium  @QatarDigitalTWN 

Prizes:
1 500 WLs
2 50 ""Green Force"" NFTs (World-Cup",hradman4,"goldenweb3.bit (,)(, ).lens",$StarkDefi ,334,1057,0,630,Fri Nov 18 01:15:21 +0000 2022,1593412510413094913,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0," World Cup Campaign Giveaway
@The_Delysium  @QatarDigitalTWN 

Prizes:
1 500 WLs
2 50 ""Green Force"" NFTs (World-Cup Exclusive, total 220 Limited Supply)
3 50 TAA Lucky Draw Tickets

Complete:
https://t.co/J7QCkjLBww

#Delysium #WorldCup #Giveaway https://t.co/7PLgmigrSH",True,The_Delysium,Delysium  Season 1 starts NOW,Singularity Point,113844.0,231.0,149.0,756.0,Tue Nov 15 04:58:53 +0000 2022,1.59238160355652e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,59.0,223.0,4095.0,4170.0
3105,"RT @ESPNFC: Poland's national football team were escorted by F16 planes to the southern border of Poland on their way to Qatar 

(via @L",oluwafemitan11,Joseph,,184,380,0,29487,Fri Nov 18 01:15:21 +0000 2022,1593412511428214787,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Poland's national football team were escorted by F16 planes to the southern border of Poland on their way to Qatar 

(via @LaczyNasPilka) 
https://t.co/mIZjW3FPEW",True,ESPNFC,ESPN FC,,6735106.0,613.0,13303.0,892.0,Thu Nov 17 18:15:00 +0000 2022,1.5933067257170084e+18,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",en,750.0,566.0,5329.0,48211.0
3106,"RT @BanniBruno: $75 | 24 Hours 

($20)
- RT &amp; RT/ Like Quoted Tweet Below  

($20)
- Join the giveaway in the quoted tweet 

($35)
- R",0xjayvick09,freetag~~,,47,2657,0,8026,Fri Nov 18 01:15:21 +0000 2022,1593412511562608641,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"$75 | 24 Hours 

($20)
- RT &amp; RT/ Like Quoted Tweet Below  

($20)
- Join the giveaway in the quoted tweet 

($35)
- Register through this link(Post Proof)
 https://t.co/fPBQZggnct",True,BanniBruno,Banny Crypto & NFT,,263387.0,713.0,704.0,41954.0,Thu Nov 17 08:07:53 +0000 2022,1.593153942447616e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,3.0,482.0,3127.0,610.0
3107,"RT @miseleccionmxEN: Hi, . 

We've arrived at the  venue. 

#Qatar2022 | #MxicoDeMiVida https://t.co/ly5YNMNDY7",rubyperezzyaho1, Rub Prez ,,222,2364,1,45354,Fri Nov 18 01:15:21 +0000 2022,1593412512300421120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Hi, . 

We've arrived at the  venue. 

#Qatar2022 | #MxicoDeMiVida https://t.co/ly5YNMNDY7",True,miseleccionmxEN,Mexican National Team,Mxico,114147.0,597.0,490.0,11225.0,Thu Nov 17 21:46:38 +0000 2022,1.593359987044229e+18,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",en,2.0,2.0,14.0,136.0
3108,@LewisHamilton Could you make this happen? Reality is awesome!!!,ifiworld2,Martin Lewis,,296,5001,14,6906,Fri Nov 18 01:15:21 +0000 2022,1593412512313212931,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3109,"RT @rjg2386:  World Cup Round 1 Picks 

#WorldCup2022 picks with the crew @seeley_nigel @HarrySymeou @_Jack_Wright @meatmansoccer and mys",meatmansoccer,Steve Wyss,,5265,2332,145,12075,Fri Nov 18 01:15:21 +0000 2022,1593412512736755714,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0," World Cup Round 1 Picks 

#WorldCup2022 picks with the crew @seeley_nigel @HarrySymeou @_Jack_Wright @meatmansoccer and myself

@BecauseWeWin 

We dice up various Round 1 plays from the Group Stage. Tune in below 

https://t.co/z3qEdrWHxc",True,rjg2386,RJ,Rhode Island,8088.0,963.0,166.0,61131.0,Fri Nov 18 01:10:31 +0000 2022,1.5934112938805002e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0.0,0.0,1.0,0.0
3110,"RT @bunniefied: $15 | 217.500 IDR ~ 120 MINS

- RT + rt &amp; like quoted ",rbbtjdx,san  | COOKIES  | $TTC,ph,355,5001,1,18230,Fri Nov 18 01:15:21 +0000 2022,1593412513093554177,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"$15 | 217.500 IDR ~ 120 MINS

- RT + rt &amp; like quoted ",True,bunniefied,bunnie , | GMT +8 | est 10.21.20,261168.0,819.0,2234.0,5031.0,Thu Nov 17 21:41:27 +0000 2022,1.5933586815208202e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1.0,407.0,2054.0,249.0
3111,"RT @Jungkook__SNS: Jungkook shopping, dancing and relaxing in the market of Qatar. He's so happy https://t.co/6X5q18alXd",Itsmegoi12,Itsmegoi12,Japan,0,12,0,43,Fri Nov 18 01:15:22 +0000 2022,1593412514544750593,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Jungkook shopping, dancing and relaxing in the market of Qatar. He's so happy https://t.co/6X5q18alXd",True,Jungkook__SNS,Jungkook SNS,Turn on notifications!,61518.0,142.0,702.0,33090.0,Thu Nov 17 15:19:52 +0000 2022,1.593262652444246e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,430.0,111.0,2819.0,10723.0
3112,"RT @SebiSalazarFUT: #FutbolAmericas LIVE FROM QATAR

1st show: Tonight 830p ET @ESPNPlus 
Daily show: 4p ET Sunday -&gt; WC Final https://t.co",NJEMurray,Nicholas Murray,"Tampa, Fla.",5517,1159,169,47584,Fri Nov 18 01:15:22 +0000 2022,1593412517103128576,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"#FutbolAmericas LIVE FROM QATAR

1st show: Tonight 830p ET @ESPNPlus 
Daily show: 4p ET Sunday -&gt; WC Final https://t.co/lY9EVVBkKX",True,SebiSalazarFUT,Sebastian Salazar,"Washington, D.C.",20700.0,1548.0,469.0,12872.0,Fri Nov 18 01:04:37 +0000 2022,1.593409810506158e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0.0,3.0,1.0,16.0
3113,"RT @aykook7bts: jungkook in Doha, Qatar today &lt;3
plz he's just the cutest and most adorable with every single detail 

WELCOME TO QATAR J",mrncnnc,u,JK ,48,562,0,9952,Fri Nov 18 01:15:23 +0000 2022,1593412520802680832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"jungkook in Doha, Qatar today &lt;3
plz he's just the cutest and most adorable with every single detail 

WELCOME TO QATAR JUNGKOOK 
#JUNGKOOKIE #jungkook97 #jeonjungkook #JungkookInQatar #FIFAWorldCupQatar2022 #FIFAJUNGKOOK #JungkookAtFIFAWorldCup #doha_prince #Qatar2022 https://t.co/GdDUMSK6bl",True,aykook7bts,AyatFIFAKOOK,Iraq ,452.0,299.0,8.0,330353.0,Thu Nov 17 20:57:17 +0000 2022,1.593347566741201e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,18.0,2.0,249.0,962.0
3114,Samuel Etoo having no issues getting hold of booze in Qatar,GorgeousJords,Jords,#LDN#NYC#LA,541,745,9,5600,Fri Nov 18 01:15:24 +0000 2022,1593412521922244610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3115,RT @cjwerleman: Qatar is first Muslim country to host FIFA World Cup. The tournament opens [dress rehearsal] with a recitation from the Qur,Peace4allpak,Bilal Khan  ,United States,4839,4743,11,20140,Fri Nov 18 01:15:24 +0000 2022,1593412522446495744,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Qatar is first Muslim country to host FIFA World Cup. The tournament opens [dress rehearsal] with a recitation from the Quran. 
https://t.co/I7qN5EB96R https://t.co/in5J8S59YB",True,cjwerleman,CJ Werleman,USA,333156.0,4165.0,2656.0,138801.0,Thu Nov 17 23:45:17 +0000 2022,1.5933898458122158e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,27.0,26.0,200.0,785.0
3116,"RT @BanniBruno: $75 | 24 Hours 

($20)
- RT &amp; RT/ Like Quoted Tweet Below  

($20)
- Join the giveaway in the quoted tweet 

($35)
- R",ace_gwyn,Ace gwyn  $TTC,,41,3346,0,2196,Fri Nov 18 01:15:24 +0000 2022,1593412522912407553,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"$75 | 24 Hours 

($20)
- RT &amp; RT/ Like Quoted Tweet Below  

($20)
- Join the giveaway in the quoted tweet 

($35)
- Register through this link(Post Proof)
 https://t.co/fPBQZggnct",True,BanniBruno,Banny Crypto & NFT,,263387.0,713.0,704.0,41954.0,Thu Nov 17 08:07:53 +0000 2022,1.593153942447616e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,3.0,482.0,3128.0,610.0
3117,RT @ytcuniverse: Jungkook in Qatar making more noise than the Worldcup https://t.co/YmfxqsWcUh,hnnyvkoo,zie | at uni,she/her  asian  19,4109,4090,17,45604,Fri Nov 18 01:15:25 +0000 2022,1593412528134320128,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,Jungkook in Qatar making more noise than the Worldcup https://t.co/YmfxqsWcUh,True,ytcuniverse,yeoppo ,,43.0,115.0,1.0,913.0,Thu Nov 17 10:15:46 +0000 2022,1.593186123471532e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,15.0,23.0,513.0,2139.0
3118,RT @BillyBaldwin: The US Mens Soccer Team unveiled a rainbow logo to demonstrate their support of the LGBTQ community for the upcoming Wor,RuKiddinmesigh,Rukiddingme,Jawja,2123,4215,0,74227,Fri Nov 18 01:15:26 +0000 2022,1593412531510460417,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"The US Mens Soccer Team unveiled a rainbow logo to demonstrate their support of the LGBTQ community for the upcoming World Cup in Qatar where being gay is potentially punishable by death.

Retweet to show your solidarity with the LGBTQ community. https://t.co/FmxZMuQjId",True,BillyBaldwin,Billy Baldwin,"Santa Barbara, CA",200060.0,1625.0,789.0,58311.0,Thu Nov 17 22:58:20 +0000 2022,1.593378029840892e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,12.0,41.0,606.0,1411.0
3119,"RT @The_Delysium:  World Cup Campaign Giveaway
@The_Delysium  @QatarDigitalTWN 

Prizes:
1 500 WLs
2 50 ""Green Force"" NFTs (World-Cup",Dj_Clive,"GrandTester #TopazTrooper Tori (,)",,41,431,4,164,Fri Nov 18 01:15:26 +0000 2022,1593412531615404033,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0," World Cup Campaign Giveaway
@The_Delysium  @QatarDigitalTWN 

Prizes:
1 500 WLs
2 50 ""Green Force"" NFTs (World-Cup Exclusive, total 220 Limited Supply)
3 50 TAA Lucky Draw Tickets

Complete:
https://t.co/J7QCkjLBww

#Delysium #WorldCup #Giveaway https://t.co/7PLgmigrSH",True,The_Delysium,Delysium  Season 1 starts NOW,Singularity Point,113844.0,231.0,149.0,756.0,Tue Nov 15 04:58:53 +0000 2022,1.59238160355652e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,59.0,223.0,4096.0,4171.0
3120,RT @BillyBaldwin: The US Mens Soccer Team unveiled a rainbow logo to demonstrate their support of the LGBTQ community for the upcoming Wor,jtrev8,jack straw,,804,3814,0,8665,Fri Nov 18 01:15:26 +0000 2022,1593412532496175110,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"The US Mens Soccer Team unveiled a rainbow logo to demonstrate their support of the LGBTQ community for the upcoming World Cup in Qatar where being gay is potentially punishable by death.

Retweet to show your solidarity with the LGBTQ community. https://t.co/FmxZMuQjId",True,BillyBaldwin,Billy Baldwin,"Santa Barbara, CA",200060.0,1625.0,789.0,58311.0,Thu Nov 17 22:58:20 +0000 2022,1.593378029840892e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,12.0,41.0,607.0,1411.0
3121,RT @marcowenjones: Just a heads up if anyone sees a story about Qatar bribing Ecuador 7.4 million to lose the opening game - it started her,byJamesMcCarthy,James McCarthy,,383,945,4,33343,Fri Nov 18 01:15:27 +0000 2022,1593412535717449730,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Just a heads up if anyone sees a story about Qatar bribing Ecuador 7.4 million to lose the opening game - it started here from a well-known disinformation account who is somehow also the main source in the story @amjadt25 . It's already got thousands of RTs though https://t.co/2EjjvqEbBV,True,marcowenjones,Marc Owen Jones,"Doha, Qatar",69255.0,5161.0,831.0,33348.0,Thu Nov 17 17:59:49 +0000 2022,1.5933029045548073e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,292.0,99.0,919.0,1662.0
3122,"RT @bitforexcom: #FIFAWorldCup is coming soon, we've so proud to announce the FIFA World Cup Qatar 2022 event - Predict &amp; vote for your s",asthaylay,asthaylay,,10,253,0,236,Fri Nov 18 01:15:27 +0000 2022,1593412536782581760,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"#FIFAWorldCup is coming soon, we've so proud to announce the FIFA World Cup Qatar 2022 event - Predict &amp; vote for your support team to share the prize pool!

Event Time: 11/14 15:00 - 12/19 23:00 (GMT+8)

Join now: https://t.co/ppP5KPUb4V
@FIFAWorldCup #BitForex https://t.co/VRfVNC6IKr",True,bitforexcom,BitForex,Hong Kong,145215.0,694.0,315.0,6669.0,Tue Nov 15 03:35:52 +0000 2022,1.5923607095975977e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,13.0,45.0,965.0,1007.0
3123,"RT @RoadQatar_WC: WELCOME TO THE ROADQATAR - AIRDROP CAMPAIGN

Let's accompany ROADQATAR in the real Road to Qatar"" of WORLD CUP 202",MogaLanding,Moga Landing,,6,107,0,94,Fri Nov 18 01:15:28 +0000 2022,1593412538792038400,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"WELCOME TO THE ROADQATAR - AIRDROP CAMPAIGN

Let's accompany ROADQATAR in the real Road to Qatar"" of WORLD CUP 2022

Rules: Whitelist participants must follow the tasks here 
 https://t.co/hnkYYXY2Ik

#Gleam #Giveaway #Airdrop #Airdrops #MEXC #XStarter #WorldCup2022 https://t.co/s3LGrq3CXI",True,RoadQatar_WC,Road Qatar,"Doha, Qatar",15205.0,33.0,2.0,45.0,Thu Nov 17 02:55:49 +0000 2022,1.5930754060471542e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,672.0,1286.0,7345.0,5842.0
3124,"RT @jihanicorn: $100 | 1,5 JT  12 Hours 

- $50  RT &amp; RT, Like Quoted Tweet Below

- $50 Bonus  Click this Link (Post Proof)  https",Valle2022,Del Valle,,205,4863,6,6166,Fri Nov 18 01:15:28 +0000 2022,1593412538493960193,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"$100 | 1,5 JT  12 Hours 

- $50  RT &amp; RT, Like Quoted Tweet Below

- $50 Bonus  Click this Link (Post Proof)  https://t.co/zgVnWbuc5W",True,jihanicorn,Jihaan ,,260449.0,214.0,796.0,50.0,Thu Nov 17 04:52:30 +0000 2022,1.593104771250258e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,10.0,4358.0,9032.0,1755.0
3125,"RT @bunniefied: $15 | 217.500 IDR ~ 120 MINS

- RT + rt &amp; like quoted ",dalguckie,dalguckie || Manifesting to win ,,162,4612,5,14967,Fri Nov 18 01:15:28 +0000 2022,1593412540834664448,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"$15 | 217.500 IDR ~ 120 MINS

- RT + rt &amp; like quoted ",True,bunniefied,bunnie , | GMT +8 | est 10.21.20,261168.0,819.0,2234.0,5031.0,Thu Nov 17 21:41:27 +0000 2022,1.5933586815208202e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1.0,407.0,2055.0,249.0
3126,"RT @KuWallet: The countdown to #WorldCup2022 is on!

3 DAYS

Follow @KuWallet
+ RT
Tag 3 friends

Invite your friends to download",SlashBossOn,FM Vita sur la coiffe,Montreuil,16,296,0,185,Fri Nov 18 01:15:28 +0000 2022,1593412542172303361,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"The countdown to #WorldCup2022 is on!

3 DAYS

Follow @KuWallet
+ RT
Tag 3 friends

Invite your friends to download #KuCoinWallet. Lets predict-to-win with fans all over the world!
https://t.co/ygryFrI8vM https://t.co/c2IzzxibBT",True,KuWallet,KuCoin Wallet,,59786.0,190.0,31.0,331.0,Thu Nov 17 12:00:02 +0000 2022,1.593212362084954e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,24.0,222.0,231.0,279.0
3127,"RT @Koreaboo: 9 BTS Jungkook In Qatar Moments You Wont Want To Miss

#JungkookInQatar #JungkookAtFIFAWorldCup

https://t.co/Be2GV3S8MU",Lucy76h,Lucy,,15,6,0,20572,Fri Nov 18 01:15:29 +0000 2022,1593412544248561664,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"9 BTS Jungkook In Qatar Moments You Wont Want To Miss

#JungkookInQatar #JungkookAtFIFAWorldCup

https://t.co/Be2GV3S8MU",True,Koreaboo,Koreaboo,Worldwide,2414545.0,578.0,2675.0,3314.0,Thu Nov 17 21:25:00 +0000 2022,1.5933545405558374e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,0.0,8.0,132.0,535.0
3128,"RT @Koyegame: Launch #Collab #Giveaway for #Wristband

Wear your #Wristband and entry to the #Web3 #WorldCup #Campaign

Medium https://t",cieie_eth,"cieie.eth pegaL,3.hft.lens(,)D, D""""",CN,3328,4023,19,7172,Fri Nov 18 01:15:30 +0000 2022,1593412547595874304,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Launch #Collab #Giveaway for #Wristband

Wear your #Wristband and entry to the #Web3 #WorldCup #Campaign

Medium https://t.co/aPy2laCNYo
 
Soquest:https://t.co/WtESxAYfkK

 Powered by @Koyegame  @_p12_  @0xNawarat    @metaestate_com  @Port3Network https://t.co/I4uELtyoJB",True,Koyegame,KOY,"Paris, France",27122.0,59.0,8.0,443.0,Thu Nov 17 06:00:00 +0000 2022,1.5931217592213914e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,2.0,7.0,334.0,113.0
3129,"RT @HabitTrade: Launch #Collab #Giveaway for #Wristband

Wear your #Wristband and entry to the #Web3 #WorldCup #Campaign

Medium https:/",asule_eth,asule.eth,,72,513,1,203,Fri Nov 18 01:15:30 +0000 2022,1593412548228894720,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Launch #Collab #Giveaway for #Wristband

Wear your #Wristband and entry to the #Web3 #WorldCup #Campaign

Medium https://t.co/UoOX40JSAu
 
Soquest:
https://t.co/oWtx8fEjWn

 Powered by @Arc__Finance  @_p12_  @0xNawarat    @metaestate_com  @Port3Network

#HabitTrade https://t.co/BtUHmufOz9",True,HabitTrade,HabitTrade,Web5,27778.0,97.0,10.0,911.0,Thu Nov 17 07:00:01 +0000 2022,1.5931368601040978e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0.0,5.0,319.0,109.0
3130,RT @Barca_Buzz: | Robert Lewandowski's arrival in Qatar for the World Cup. https://t.co/T1f2sBZy1x,Nkjnr,,Canada,9215,6876,25,147825,Fri Nov 18 01:15:30 +0000 2022,1593412550204350464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,| Robert Lewandowski's arrival in Qatar for the World Cup. https://t.co/T1f2sBZy1x,True,Barca_Buzz,Bara Buzz,,108628.0,275.0,492.0,5686.0,Fri Nov 18 00:46:36 +0000 2022,1.593405275519832e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,1.0,0.0,6.0,78.0
3131,RT @cjwerleman: Qatar is first Muslim country to host FIFA World Cup. The tournament opens [dress rehearsal] with a recitation from the Qur,DeEyAaZ2022,Hugo Sanchez,,1,33,0,91,Fri Nov 18 01:15:30 +0000 2022,1593412550536093697,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Qatar is first Muslim country to host FIFA World Cup. The tournament opens [dress rehearsal] with a recitation from the Quran. 
https://t.co/I7qN5EB96R https://t.co/in5J8S59YB",True,cjwerleman,CJ Werleman,USA,333153.0,4165.0,2655.0,138801.0,Thu Nov 17 23:45:17 +0000 2022,1.5933898458122158e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,27.0,26.0,201.0,788.0
3132,"RT @ashoswai: 2,711 Indian workers have died in Qatar in building stadiums, houses, and roads for the 2022 World Cup. Indian media talks ab",UmeshRj12,Umesh Rj,,4,100,0,2523,Fri Nov 18 01:15:31 +0000 2022,1593412552276336641,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"2,711 Indian workers have died in Qatar in building stadiums, houses, and roads for the 2022 World Cup. Indian media talks about Pakistani-Origin Sunak but completely ignores the poor Indian workers, who send billions of remittance money home.",True,ashoswai,Ashok Swain,"Uppsala, Sweden",467033.0,1960.0,798.0,36967.0,Thu Nov 17 22:42:30 +0000 2022,1.593374045629825e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,5.0,31.0,194.0,688.0
3133,Buzzing to draw Denmark in the #WorldCup2022 sweepstakes @dbulandshold! Time to celebrate #NotMe https://t.co/U03R5Pl0WF,pingudean,Dean Arrow,"Chicago, IL",2105,2680,5,26895,Fri Nov 18 01:15:31 +0000 2022,1593412554218475524,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3134,RT @cjwerleman: Qatar is first Muslim country to host FIFA World Cup. The tournament opens [dress rehearsal] with a recitation from the Qur,Fahad_PTI,  ,Karachi,4581,3972,18,137,Fri Nov 18 01:15:32 +0000 2022,1593412555485102080,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Qatar is first Muslim country to host FIFA World Cup. The tournament opens [dress rehearsal] with a recitation from the Quran. 
https://t.co/I7qN5EB96R https://t.co/in5J8S59YB",True,cjwerleman,CJ Werleman,USA,333152.0,4165.0,2655.0,138808.0,Thu Nov 17 23:45:17 +0000 2022,1.5933898458122158e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,24.0,26.0,202.0,790.0
3135,RT @FBAwayDays: Qatar are hiring people to pretend to be fans and build the atmosphere up for the World Cup  https://t.co/pp48bScxyt,nana_samk,Nana-Sam,"Accra, Ghana ",2202,4960,29,19438,Fri Nov 18 01:15:32 +0000 2022,1593412555837431808,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Qatar are hiring people to pretend to be fans and build the atmosphere up for the World Cup  https://t.co/pp48bScxyt,True,FBAwayDays,Football Away Days,"England, United Kingdom",234695.0,84.0,380.0,30.0,Tue Nov 15 11:50:04 +0000 2022,1.5924850803497083e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1369.0,1096.0,1789.0,14751.0
